month,n,unemployment_raw,unemployment_lag1,unemployment_lag2,unemployment_lag3,unemployment_lag6,unemployment_lag12,localrent_raw,localrent_lag1,localrent_lag2,localrent_lag3,localrent_lag6,localrent_lag12,durable_raw,durable_lag1,durable_lag2,durable_lag3,durable_lag6,durable_lag12,10yinf_raw,10yinf_lag1,10yinf_lag2,10yinf_lag3,10yinf_lag6,10yinf_lag12,kwhcost_raw,kwhcost_lag1,kwhcost_lag2,kwhcost_lag3,kwhcost_lag6,kwhcost_lag12,sentiment_raw,sentiment_lag1,sentiment_lag2,sentiment_lag3,sentiment_lag6,sentiment_lag12,new_units_raw,new_units_lag1,new_units_lag2,new_units_lag3,new_units_lag6,new_units_lag12,altsales_raw,altsales_lag1,altsales_lag2,altsales_lag3,altsales_lag6,altsales_lag12,totalsa_raw,totalsa_lag1,totalsa_lag2,totalsa_lag3,totalsa_lag6,totalsa_lag12,ltrucksa_raw,ltrucksa_lag1,ltrucksa_lag2,ltrucksa_lag3,ltrucksa_lag6,ltrucksa_lag12,miles_raw,miles_lag1,miles_lag2,miles_lag3,miles_lag6,miles_lag12,tmaturity_raw,tmaturity_lag1,tmaturity_lag2,tmaturity_lag3,tmaturity_lag6,tmaturity_lag12,carcpi_raw,carcpi_lag1,carcpi_lag2,carcpi_lag3,carcpi_lag6,carcpi_lag12,newhouses_raw,newhouses_lag1,newhouses_lag2,newhouses_lag3,newhouses_lag6,newhouses_lag12,GM_raw,GM_lag1,GM_lag2,GM_lag3,GM_lag6,GM_lag12,GM_v_raw,GM_v_lag1,GM_v_lag2,GM_v_lag3,GM_v_lag6,GM_v_lag12,F_raw,F_lag1,F_lag2,F_lag3,F_lag6,F_lag12,F_v_raw,F_v_lag1,F_v_lag2,F_v_lag3,F_v_lag6,F_v_lag12,TSLA_raw,TSLA_lag1,TSLA_lag2,TSLA_lag3,TSLA_lag6,TSLA_lag12,TSLA_v_raw,TSLA_v_lag1,TSLA_v_lag2,TSLA_v_lag3,TSLA_v_lag6,TSLA_v_lag12,AN_raw,AN_lag1,AN_lag2,AN_lag3,AN_lag6,AN_lag12,AN_v_raw,AN_v_lag1,AN_v_lag2,AN_v_lag3,AN_v_lag6,AN_v_lag12,MZDAY_raw,MZDAY_lag1,MZDAY_lag2,MZDAY_lag3,MZDAY_lag6,MZDAY_lag12,MZDAY_v_raw,MZDAY_v_lag1,MZDAY_v_lag2,MZDAY_v_lag3,MZDAY_v_lag6,MZDAY_v_lag12,XOM_raw,XOM_lag1,XOM_lag2,XOM_lag3,XOM_lag6,XOM_lag12,XOM_v_raw,XOM_v_lag1,XOM_v_lag2,XOM_v_lag3,XOM_v_lag6,XOM_v_lag12,g_new_cars_raw,g_new_cars_lag1,g_new_cars_lag2,g_new_cars_lag3,g_new_cars_lag6,g_new_cars_lag12,g_used_cars_raw,g_used_cars_lag1,g_used_cars_lag2,g_used_cars_lag3,g_used_cars_lag6,g_used_cars_lag12,g_car_raw,g_car_lag1,g_car_lag2,g_car_lag3,g_car_lag6,g_car_lag12,g_car_for_sale_near_me_raw,g_car_for_sale_near_me_lag1,g_car_for_sale_near_me_lag2,g_car_for_sale_near_me_lag3,g_car_for_sale_near_me_lag6,g_car_for_sale_near_me_lag12,g_best_new_cars_raw,g_best_new_cars_lag1,g_best_new_cars_lag2,g_best_new_cars_lag3,g_best_new_cars_lag6,g_best_new_cars_lag12,g_tips_for_buying_a_car_raw,g_tips_for_buying_a_car_lag1,g_tips_for_buying_a_car_lag2,g_tips_for_buying_a_car_lag3,g_tips_for_buying_a_car_lag6,g_tips_for_buying_a_car_lag12,oil_raw,oil_lag1,oil_lag2,oil_lag3,oil_lag6,oil_lag12,ngf1_raw,ngf1_lag1,ngf1_lag2,ngf1_lag3,ngf1_lag6,ngf1_lag12,ngf2_raw,ngf2_lag1,ngf2_lag2,ngf2_lag3,ngf2_lag6,ngf2_lag12,bf90_raw,bf90_lag1,bf90_lag2,bf90_lag3,bf90_lag6,bf90_lag12,lhpi_raw,lhpi_lag1,lhpi_lag2,lhpi_lag3,lhpi_lag6,lhpi_lag12,shpi_raw,shpi_lag1,shpi_lag2,shpi_lag3,shpi_lag6,shpi_lag12,mfrm_raw,mfrm_lag1,mfrm_lag2,mfrm_lag3,mfrm_lag6,mfrm_lag12,lfrm_raw,lfrm_lag1,lfrm_lag2,lfrm_lag3,lfrm_lag6,lfrm_lag12,sfrm_raw,sfrm_lag1,sfrm_lag2,sfrm_lag3,sfrm_lag6,sfrm_lag12,random,auto
1,352,4.8,5,5.1,5,5.2,5.7,319.199,317.693,316.409,315.144,308.817,303.499,226905,217474,223223,226032,230189,224061,1.42,1.51,1.57,1.5,1.82,1.61,0.103,0.102,0.102,0.102,0.102,0.096,92,92.6,91.3,90,93.1,98.1,3248.98473614892,2976.28324933963,3095.19258019914,2896.24524831461,3023.30036831614,3967.3307933376295,17.61,17.081,17.863,17.818,17.827,16.474,18.071,17.492,18.32,18.272,18.305,16.912,10.425,9.98,10.474,10.248,10.132,9.084,239679,259424,248843,268469,278372,233498,1.19,1.26,1.38,1.43,1.65,1.33,144.638,143.955,144.85,146.397,149.078,144.875,5.6,5.1,5.5,5.6,5.2,4.8,29.64,34.01,36.2,34.91,31.51,32.62,376807104,228926730,211953154,324318496,421897537,322791897,11.94,14.09,14.33,14.81,14.83,14.71,1087248662,587839387,443652862,669014321,672367234,596534720,191.2,240.01,230.26,206.93,266.15,203.6,79247152,59852189,78487987,100854710,80060910,90121332,43.25,59.66,63.92,63.19,62.34,59.62,39619066,17266632,15208883,19192133,21259321,17281098,9.07,10.33,10.49,9.82,9.77,10.3,733038,2455531,528295,964573,991525,3553831,77.85,77.95,81.66,82.74,79.21,87.42,418878397,366973929,264172655,318104053,273905410,326734695,95,92,84,82,95,86,83,65,69,70,85,77,78,68,67,73,83,72,16,13,12,13,13,7,77,76,71,68,100,85,61,40,85,51,82,78,29.11,31.27,38.93,43.66,50.51,44.83,2.298,2.337,2.235,2.321,2.716,2.691,56,103,27,64,22,56,97.81,97.78,97.76,98.01,97.91,97.62,185.72183792,183.93869828,182.08619444,180.05793213,173.86241453,165.51601544,178.60739328,177.08619836,175.52822923,173.76230368,168.40848806,161.102642,3.07,3.24,3.18,2.98,3.17,2.98,3.79,4.01,3.95,3.76,3.98,3.66,2.9,3.08,3.01,2.89,2.95,2.86,7.640551237389445,415.0959539048373
2,330,4.9,4.8,5,5.1,5.1,5.5,321.916,319.199,317.693,316.409,310.511,305.025,217371,226905,217474,223223,222647,218966,1.31,1.42,1.51,1.57,1.61,1.72,0.103,0.103,0.102,0.102,0.102,0.096,91.7,92,92.6,91.3,91.9,95.4,2923.24863313212,3248.98473614892,2976.28324933963,3095.19258019914,3604.50148695476,4624.848399903571,17.64,17.61,17.081,17.863,17.94,16.461,18.08,18.071,17.492,18.32,18.407,16.895,10.452,10.425,9.98,10.474,10.214,9.247,223011,239679,259424,248843,272209,217220,1.05,1.19,1.26,1.38,1.47,1.36,143.979,144.638,143.955,144.85,148.295,147.264,5.5,5.6,5.1,5.5,5,4.5,29.44,29.64,34.01,36.2,29.44,37.31,327501916,376807104,228926730,211953154,388156191,325763066,12.51,11.94,14.09,14.33,13.87,16.34,795712499,1087248662,587839387,443652862,596411983,524657536,191.93,191.2,240.01,230.26,249.06,203.34,133705697,79247152,59852189,78487987,113858937,106717638,51.47,43.25,59.66,63.92,59.84,61.5,45371013,39619066,17266632,15208883,16721292,19888073,6.88,9.07,10.33,10.49,8.545,10.722,1159896,733038,2455531,528295,593595,703303,80.15,77.85,77.95,81.66,75.24,88.54,359922720,418878397,366973929,264172655,372615422,276426411,100,95,92,84,90,86,100,83,65,69,81,89,82,78,68,67,84,74,24,16,13,12,14,11,74,77,76,71,96,76,78,61,40,85,83,56,30.13,29.11,31.27,38.93,47.01,56.83,1.711,2.298,2.337,2.235,2.689,2.734,37,56,103,27,21,102,97.74,97.81,97.78,97.76,97.9,97.76,187.40812718,185.72183792,183.93869828,182.08619444,175.93857553,166.70448232,180.02937573,178.60739328,177.08619836,175.52822923,170.23675069,162.08776252,2.93,3.07,3.24,3.18,3.06,3.07,3.62,3.79,4.01,3.95,3.84,3.8,2.79,2.9,3.08,3.01,2.9,2.99,8.691848006099463,352
3,323,5,4.9,4.8,5,5,5.4,323.46,321.916,319.199,317.693,312.657,305.083,216899,217371,226905,217474,218738,227573,1.55,1.31,1.42,1.51,1.52,1.76,0.103,0.103,0.103,0.102,0.102,0.096,91,91.7,92,92.6,87.2,93,3511.37841536052,2923.24863313212,3248.98473614892,2976.28324933963,3352.75492292339,3249.00584664662,16.826,17.64,17.61,17.081,17.833,17.459,17.289,18.08,18.071,17.492,18.273,17.894,9.965,10.452,10.425,9.98,10.299,9.676,265147,223011,239679,259424,255090,258017,1.01,1.05,1.19,1.26,1.46,1.4,143.659,143.979,144.638,143.955,147.554,147.694,5.5,5.5,5.6,5.1,5.9,5.1,31.43,29.44,29.64,34.01,30.02,37.5,269313331,327501916,376807104,228926730,356102158,290497517,13.5,12.51,11.94,14.09,13.57,16.14,722921118,795712499,1087248662,587839387,743132834,609892208,229.77,191.93,191.2,240.01,248.4,188.77,102729544,133705697,79247152,59852189,80218666,122990032,46.68,51.47,43.25,59.66,58.18,64.33,33490119,45371013,39619066,17266632,15890517,17527756,7.82,6.88,9.07,10.33,7.87,10.15,580369,1159896,733038,2455531,909760,1569940,83.59,80.15,77.85,77.95,74.35,85,292523859,359922720,418878397,366973929,316348203,329964937,96,100,95,92,82,99,90,100,83,65,78,85,84,82,78,68,76,80,20,24,16,13,12,9,74,74,77,76,76,77,49,78,61,40,50,75,34.33,30.13,29.11,31.27,43.58,51.06,1.959,1.711,2.298,2.337,2.524,2.64,57,37,56,103,62,32,97.79,97.74,97.81,97.78,97.97,98.03,188.89622786,187.40812718,185.72183792,183.93869828,177.94589584,168.09946152,181.30546139,180.02937573,178.60739328,177.08619836,171.94330082,163.34638744,2.98,2.93,3.07,3.24,3.08,2.97,3.71,3.62,3.79,4.01,3.86,3.69,2.9,2.79,2.9,3.08,2.91,2.92,9.379835708066821,330
4,369,5.1,5,4.9,4.8,5,5.4,323.89,323.46,321.916,319.199,315.144,304.919,228585,216899,217371,226905,226032,224339,1.62,1.55,1.31,1.42,1.5,1.86,0.106,0.103,0.103,0.103,0.102,0.098,89,91,91.7,92,90,95.9,3490.46704407018,3511.37841536052,2923.24863313212,3248.98473614892,2896.24524831461,2951.7205868247,17.247,16.826,17.64,17.61,17.818,17.249,17.665,17.289,18.08,18.071,18.272,17.689,10.408,9.965,10.452,10.425,10.248,9.733,269653,265147,223011,239679,268469,262817,1.04,1.01,1.05,1.19,1.43,1.4,145.475,143.659,143.979,144.638,146.397,148.404,5,5.5,5.5,5.6,5.6,4.9,31.8,31.43,29.44,29.64,34.91,35.06,249296092,269313331,327501916,376807104,324318496,397017858,13.56,13.5,12.51,11.94,14.81,15.8,736025667,722921118,795712499,1087248662,669014321,539661690,240.76,229.77,191.93,191.2,206.93,226.05,135507264,102729544,133705697,79247152,100854710,98945034,50.65,46.68,51.47,43.25,63.19,61.55,40381923,33490119,45371013,39619066,19192133,16832592,7.85,7.82,6.88,9.07,9.82,9.75,17463390,580369,1159896,733038,964573,555937,88.4,83.59,80.15,77.85,82.74,87.37,221772803,292523859,359922720,418878397,318104053,251615472,88,96,100,95,82,90,82,90,100,83,70,81,87,84,82,78,73,74,22,20,24,16,13,9,76,74,74,77,68,87,69,49,78,61,51,76,42.7,34.33,30.13,29.11,43.66,62.21,2.178,1.959,1.711,2.298,2.321,2.751,82,57,37,56,64,185,97.91,97.79,97.74,97.81,98.01,97.86,190.46548833,188.89622786,187.40812718,185.72183792,180.05793213,169.46457778,182.64666364,181.30546139,180.02937573,178.60739328,173.76230368,164.54724352,2.89,2.98,2.93,3.07,2.98,2.94,3.66,3.71,3.62,3.79,3.76,3.68,2.86,2.9,2.79,2.9,2.89,2.85,9.219781182007864,323
5,392,4.8,5.1,5,4.9,5.1,5.6,325.611,323.89,323.46,321.916,316.409,306.838,221991,228585,216899,217371,223223,217332,1.6,1.62,1.55,1.31,1.57,1.87,0.108,0.106,0.103,0.103,0.102,0.098,94.7,89,91,91.7,91.3,90.7,3509.8090759362103,3490.46704407018,3511.37841536052,2923.24863313212,3095.19258019914,3100.10670655016,17.288,17.247,16.826,17.64,17.863,17.488,17.697,17.665,17.289,18.08,18.32,17.945,10.402,10.408,9.965,10.452,10.474,9.74,277972,269653,265147,223011,248843,270839,0.99,1.04,1.01,1.05,1.38,1.59,146.416,145.475,143.659,143.979,144.85,149.29,5.1,5,5.5,5.5,5.5,5,31.28,31.8,31.43,29.44,36.2,35.97,210036448,249296092,269313331,327501916,211953154,247974427,13.49,13.56,13.5,12.51,14.33,15.17,543620741,736025667,722921118,795712499,443652862,428638676,223.23,240.76,229.77,191.93,230.26,250.8,103313344,135507264,102729544,133705697,78487987,89127783,50.44,50.65,46.68,51.47,63.92,62.41,23858141,40381923,33490119,45371013,15208883,14719152,8.465,7.85,7.82,6.88,10.49,10.61,3889735,17463390,580369,1159896,528295,388306,89.02,88.4,83.59,80.15,81.66,85.2,219151343,221772803,292523859,359922720,264172655,198913094,90,88,96,100,84,92,84,82,90,100,69,85,88,87,84,82,67,82,24,22,20,24,12,10,74,76,74,74,71,79,49,69,49,78,85,61,45.15,42.7,34.33,30.13,38.93,60.47,2.288,2.178,1.959,1.711,2.235,2.642,180,82,57,37,27,88,98.01,97.91,97.79,97.74,97.76,97.87,192.32037012,190.46548833,188.89622786,187.40812718,182.08619444,170.71631874,184.28087151,182.64666364,181.30546139,180.02937573,175.52822923,165.64138613,2.89,2.89,2.98,2.93,3.18,3.11,3.64,3.66,3.71,3.62,3.95,3.87,2.87,2.86,2.9,2.79,3.01,2.9,2.2539975065737963,369
6,329,4.9,4.8,5.1,5,5,5.3,327.301,325.611,323.89,323.46,317.693,308.007,209356,221991,228585,216899,217474,232766,1.47,1.6,1.62,1.55,1.51,1.86,0.108,0.108,0.106,0.103,0.102,0.102,93.5,94.7,89,91,92.6,96.1,4118.60126374791,3509.8090759362103,3490.46704407018,3511.37841536052,2976.28324933963,3336.71612057652,17.334,17.288,17.247,16.826,17.081,17.401,17.729,17.697,17.665,17.289,17.492,17.881,10.497,10.402,10.408,9.965,9.98,9.726,276991,277972,269653,265147,259424,270574,0.91,0.99,1.04,1.01,1.26,1.67,144.887,146.416,145.475,143.659,143.955,149.48,5.3,5.1,5,5.5,5.1,5.4,28.3,31.28,31.8,31.43,34.01,33.33,303545859,210036448,249296092,269313331,228926730,301968673,12.57,13.49,13.56,13.5,14.09,15.01,778108502,543620741,736025667,722921118,587839387,577413238,212.28,223.23,240.76,229.77,240.01,268.26,121687759,103313344,135507264,102729544,59852189,65473162,46.98,50.44,50.65,46.68,59.66,62.98,26540639,23858141,40381923,33490119,17266632,19762872,6.64,8.465,7.85,7.82,10.33,9.7,6558717,3889735,17463390,580369,2455531,255026,93.74,89.02,88.4,83.59,77.95,83.2,252308864,219151343,221772803,292523859,366973929,238579876,96,90,88,96,92,93,85,84,82,90,65,85,88,88,87,84,68,87,22,24,22,20,13,10,71,74,76,74,76,86,55,49,69,49,40,67,46.27,45.15,42.7,34.33,31.27,58.79,2.924,2.288,2.178,1.959,2.337,2.832,30,180,82,57,103,72,98.12,98.01,97.91,97.79,97.78,97.89,194.04819307,192.32037012,190.46548833,188.89622786,183.93869828,172.08036301,185.79902259,184.28087151,182.64666364,181.30546139,177.08619836,166.83390844,2.78,2.89,2.89,2.98,3.24,3.21,3.48,3.64,3.66,3.71,4.01,4.02,2.7,2.87,2.86,2.9,3.08,2.98,2.160262926481664,392
7,420,4.8,4.9,4.8,5.1,4.8,5.2,329.929,327.301,325.611,323.89,319.199,308.817,217997,209356,221991,228585,226905,230189,1.46,1.47,1.6,1.62,1.42,1.82,0.108,0.108,0.108,0.106,0.103,0.102,90,93.5,94.7,89,92,93.1,3423.3578243015995,4118.60126374791,3509.8090759362103,3490.46704407018,3248.98473614892,3023.30036831614,17.744,17.334,17.288,17.247,17.61,17.827,18.123,17.729,17.697,17.665,18.071,18.305,10.834,10.497,10.402,10.408,10.425,10.132,285160,276991,277972,269653,239679,278372,0.83,0.91,0.99,1.04,1.19,1.65,143.27,144.887,146.416,145.475,144.638,149.078,4.5,5.3,5.1,5,5.6,5.2,31.54,28.3,31.28,31.8,29.64,31.51,295967481,303545859,210036448,249296092,376807104,421897537,12.66,12.57,13.49,13.56,11.94,14.83,756129104,778108502,543620741,736025667,1087248662,672367234,234.79,212.28,223.23,240.76,191.2,266.15,74068654,121687759,103313344,135507264,79247152,80060910,53.35,46.98,50.44,50.65,43.25,62.34,25137021,26540639,23858141,40381923,39619066,21259321,7.38,6.64,8.465,7.85,9.07,9.77,2954695,6558717,3889735,17463390,733038,991525,88.95,93.74,89.02,88.4,77.85,79.21,210596640,252308864,219151343,221772803,418878397,273905410,92,96,90,88,95,95,81,85,84,82,83,85,93,88,88,87,78,83,25,22,24,22,16,13,75,71,74,76,77,100,54,55,49,69,61,82,38.97,46.27,45.15,42.7,29.11,50.51,2.876,2.924,2.288,2.178,2.298,2.716,38,30,180,82,56,22,98.17,98.12,98.01,97.91,97.81,97.91,195.71031076,194.04819307,192.32037012,190.46548833,185.72183792,173.86241453,187.2566811,185.79902259,184.28087151,182.64666364,178.60739328,168.40848806,2.78,2.78,2.89,2.89,3.07,3.17,3.48,3.48,3.64,3.66,3.79,3.98,2.78,2.7,2.87,2.86,2.9,2.95,1.5563143691979349,329
8,359,4.9,4.8,4.9,4.8,4.9,5.1,332.204,329.929,327.301,325.611,321.916,310.511,219140,217997,209356,221991,217371,222647,1.47,1.46,1.47,1.6,1.31,1.61,0.108,0.108,0.108,0.108,0.103,0.102,89.8,90,93.5,94.7,91.7,91.9,2476.00598329127,3423.3578243015995,4118.60126374791,3509.8090759362103,2923.24863313212,3604.50148695476,17.541,17.744,17.334,17.288,17.64,17.94,17.916,18.123,17.729,17.697,18.08,18.407,10.732,10.834,10.497,10.402,10.452,10.214,279213,285160,276991,277972,223011,272209,0.82,0.83,0.91,0.99,1.05,1.47,142.803,143.27,144.887,146.416,143.979,148.295,5,4.5,5.3,5.1,5.5,5,31.92,31.54,28.3,31.28,29.44,29.44,262301383,295967481,303545859,210036448,327501916,388156191,12.6,12.66,12.57,13.49,12.51,13.87,707254342,756129104,778108502,543620741,795712499,596411983,212.01,234.79,212.28,223.23,191.93,249.06,62291339,74068654,121687759,103313344,133705697,113858937,47.35,53.35,46.98,50.44,51.47,59.84,23977786,25137021,26540639,23858141,45371013,16721292,8.235,7.38,6.64,8.465,6.88,8.545,2007916,2954695,6558717,3889735,1159896,593595,87.14,88.95,93.74,89.02,80.15,75.24,235401887,210596640,252308864,219151343,359922720,372615422,81,92,96,90,100,90,81,81,85,84,100,81,84,93,88,88,82,84,22,25,22,24,24,14,71,75,71,74,74,96,57,54,55,49,78,83,43.91,38.97,46.27,45.15,30.13,47.01,2.887,2.876,2.924,2.288,1.711,2.689,79,38,30,180,37,21,98.26,98.17,98.12,98.01,97.74,97.9,197.67419967,195.71031076,194.04819307,192.32037012,187.40812718,175.93857553,189.01483876,187.2566811,185.79902259,184.28087151,180.02937573,170.23675069,2.74,2.78,2.78,2.89,2.93,3.06,3.43,3.48,3.48,3.64,3.62,3.84,2.75,2.78,2.7,2.87,2.79,2.9,7.868532111635432,420
9,368,5,4.9,4.8,4.9,5,5,333.947,332.204,329.929,327.301,323.46,312.657,216058,219140,217997,209356,216899,218738,1.51,1.47,1.46,1.47,1.55,1.52,0.108,0.108,0.108,0.108,0.103,0.102,91.2,89.8,90,93.5,91,87.2,4271.63993998293,2476.00598329127,3423.3578243015995,4118.60126374791,3511.37841536052,3352.75492292339,17.574,17.541,17.744,17.334,16.826,17.833,17.948,17.916,18.123,17.729,17.289,18.273,10.643,10.732,10.834,10.497,9.965,10.299,262039,279213,285160,276991,265147,255090,0.86,0.82,0.83,0.91,1.01,1.46,144.851,142.803,143.27,144.887,143.659,147.554,5.2,5,4.5,5.3,5.5,5.9,31.77,31.92,31.54,28.3,31.43,30.02,299326071,262301383,295967481,303545859,269313331,356102158,12.07,12.6,12.66,12.57,13.5,13.57,715544543,707254342,756129104,778108502,722921118,743132834,204.03,212.01,234.79,212.28,229.77,248.4,70644512,62291339,74068654,121687759,102729544,80218666,48.71,47.35,53.35,46.98,46.68,58.18,17778089,23977786,25137021,26540639,33490119,15890517,7.62,8.235,7.38,6.64,7.82,7.87,1903656,2007916,2954695,6558717,580369,909760,87.28,87.14,88.95,93.74,83.59,74.35,271594762,235401887,210596640,252308864,292523859,316348203,81,81,92,96,96,82,76,81,81,85,90,78,84,84,93,88,84,76,23,22,25,22,20,12,77,71,75,71,74,76,57,57,54,55,49,50,44.63,43.91,38.97,46.27,34.33,43.58,2.906,2.887,2.876,2.924,1.959,2.524,75,79,38,30,57,62,98.29,98.26,98.17,98.12,97.79,97.97,199.62387442,197.67419967,195.71031076,194.04819307,188.89622786,177.94589584,190.74210874,189.01483876,187.2566811,185.79902259,181.30546139,171.94330082,2.72,2.74,2.78,2.78,2.98,3.08,3.42,3.43,3.48,3.48,3.71,3.86,2.81,2.75,2.78,2.7,2.9,2.91,5.595654767239466,359
10,367,4.9,5,4.9,4.8,5.1,5,336.559,333.947,332.204,329.929,323.89,315.144,234217,216058,219140,217997,228585,226032,1.66,1.51,1.47,1.46,1.62,1.5,0.105,0.108,0.108,0.108,0.106,0.102,87.2,91.2,89.8,90,89,90,3990.90035774819,4271.63993998293,2476.00598329127,3423.3578243015995,3490.46704407018,2896.24524831461,17.606,17.574,17.541,17.744,17.247,17.818,17.967,17.948,17.916,18.123,17.665,18.272,10.973,10.643,10.732,10.834,10.408,10.248,275610,262039,279213,285160,269653,268469,0.92,0.86,0.82,0.83,1.04,1.43,142.217,144.851,142.803,143.27,145.475,146.397,5.2,5.2,5,4.5,5,5.6,31.6,31.77,31.92,31.54,31.8,34.91,244459157,299326071,262301383,295967481,249296092,324318496,11.74,12.07,12.6,12.66,13.56,14.81,657576586,715544543,707254342,756129104,736025667,669014321,197.73,204.03,212.01,234.79,240.76,206.93,92133590,70644512,62291339,74068654,135507264,100854710,43.87,48.71,47.35,53.35,50.65,63.19,18464132,17778089,23977786,25137021,40381923,19192133,8.18,7.62,8.235,7.38,7.85,9.82,1548795,1903656,2007916,2954695,17463390,964573,83.32,87.28,87.14,88.95,88.4,82.74,192009818,271594762,235401887,210596640,221772803,318104053,81,81,81,92,88,82,70,76,81,81,82,70,79,84,84,93,87,73,21,23,22,25,22,13,67,77,71,75,76,68,24,57,57,54,69,51,45.83,44.63,43.91,38.97,42.7,43.66,3.026,2.906,2.887,2.876,2.178,2.321,84,75,79,38,82,64,98.24,98.29,98.26,98.17,97.91,98.01,201.36615693,199.62387442,197.67419967,195.71031076,190.46548833,180.05793213,192.27456282,190.74210874,189.01483876,187.2566811,182.64666364,173.76230368,2.78,2.72,2.74,2.78,2.89,2.98,3.47,3.42,3.43,3.48,3.66,3.76,2.84,2.81,2.75,2.78,2.86,2.89,9.948753343662247,368
11,350,4.7,4.9,5,4.9,4.8,5.1,337.715,336.559,333.947,332.204,325.611,316.409,216703,234217,216058,219140,221991,223223,1.82,1.66,1.51,1.47,1.6,1.57,0.105,0.105,0.108,0.108,0.108,0.102,93.8,87.2,91.2,89.8,94.7,91.3,3702.860262646721,3990.90035774819,4271.63993998293,2476.00598329127,3509.8090759362103,3095.19258019914,17.411,17.606,17.574,17.541,17.288,17.863,17.785,17.967,17.948,17.916,17.697,18.32,10.714,10.973,10.643,10.732,10.402,10.474,255154,275610,262039,279213,277972,248843,1.16,0.92,0.86,0.82,0.99,1.38,139.975,142.217,144.851,142.803,146.416,144.85,5.2,5.2,5.2,5,5.1,5.5,34.53,31.6,31.77,31.92,31.28,36.2,314360678,244459157,299326071,262301383,210036448,211953154,11.96,11.74,12.07,12.6,13.49,14.33,736810175,657576586,715544543,707254342,543620741,443652862,189.4,197.73,204.03,212.01,223.23,230.26,98886097,92133590,70644512,62291339,103313344,78487987,44.66,43.87,48.71,47.35,50.44,63.92,23079426,18464132,17778089,23977786,23858141,15208883,8.19,8.18,7.62,8.235,8.465,10.49,2442303,1548795,1903656,2007916,3889735,528295,87.3,83.32,87.28,87.14,89.02,81.66,233092887,192009818,271594762,235401887,219151343,264172655,73,81,81,81,90,84,66,70,76,81,84,69,75,79,84,84,88,67,23,21,23,22,24,12,73,67,77,71,74,71,32,24,57,57,49,85,44.8,45.83,44.63,43.91,45.15,38.93,3.352,3.026,2.906,2.887,2.288,2.235,28,84,75,79,180,27,98.22,98.24,98.29,98.26,98.01,97.76,203.11719409,201.36615693,199.62387442,197.67419967,192.32037012,182.08619444,193.82771495,192.27456282,190.74210874,189.01483876,184.28087151,175.52822923,3.25,2.78,2.72,2.74,2.89,3.18,4.03,3.47,3.42,3.43,3.64,3.95,3.12,2.84,2.81,2.75,2.87,3.01,8.901349046966061,367
12,414,4.7,4.7,4.9,5,4.9,5,340.166,337.715,336.559,333.947,327.301,317.693,218450,216703,234217,216058,209356,217474,1.93,1.82,1.66,1.51,1.47,1.51,0.104,0.105,0.105,0.108,0.108,0.102,98.2,93.8,87.2,91.2,93.5,92.6,4073.6951829794702,3702.860262646721,3990.90035774819,4271.63993998293,4118.60126374791,2976.28324933963,17.906,17.411,17.606,17.574,17.334,17.081,18.279,17.785,17.967,17.948,17.729,17.492,11.084,10.714,10.973,10.643,10.497,9.98,264778,255154,275610,262039,276991,259424,1.29,1.16,0.92,0.86,0.91,1.26,139.457,139.975,142.217,144.851,144.887,143.955,5.4,5.2,5.2,5.2,5.3,5.1,34.84,34.53,31.6,31.77,28.3,34.01,310498596,314360678,244459157,299326071,303545859,228926730,12.13,11.96,11.74,12.07,12.57,14.09,708873675,736810175,657576586,715544543,778108502,587839387,213.69,189.4,197.73,204.03,212.28,240.01,87993345,98886097,92133590,70644512,121687759,59852189,48.65,44.66,43.87,48.71,46.98,59.66,18497339,23079426,18464132,17778089,26540639,17266632,8.13,8.19,8.18,7.62,6.64,10.33,2032812,2442303,1548795,1903656,6558717,2455531,90.26,87.3,83.32,87.28,93.74,77.95,220099367,233092887,192009818,271594762,252308864,366973929,77,73,81,81,96,92,65,66,70,76,85,65,78,75,79,84,88,68,24,23,21,23,22,13,78,73,67,77,71,76,40,32,24,57,55,40,53.3,44.8,45.83,44.63,46.27,31.27,3.724,3.352,3.026,2.906,2.924,2.337,193,28,84,75,30,103,98.17,98.22,98.24,98.29,98.12,97.78,205.42592851,203.11719409,201.36615693,199.62387442,194.04819307,183.93869828,195.80018464,193.82771495,192.27456282,190.74210874,185.79902259,177.08619836,3.55,3.25,2.78,2.72,2.78,3.24,4.32,4.03,3.47,3.42,3.48,4.01,3.3,3.12,2.84,2.81,2.7,3.08,1.9071092817466706,350
