n,10yinf_lag6,altsales_lag6,AN_lag12,AN_v_lag12,BWA_lag9,BWA_v_lag6,caput_lag9,carcpi_lag9,cbpy30_lag12,discount_lag9,durable_lag9,F_lag6,F_v_lag12,fedfundseff_lag6,fedsurplus_lag6,food_lag12,g_best_new_cars_lag9,g_car_for_sale_near_me_lag9,g_cars_for_sale_lag9,g_dealership_near_me_lag9,g_how_to_buy_a_car_lag9,g_new_cars_lag9,g_used_cars_lag9,GT_lag9,GT_v_lag12,hcpi_lag12,hcpiurban_lag9,HMC_lag9,HMC_v_lag12,industry_lag9,industrycg_lag9,industryut_lag12,kwhcost_lag6,laborpart_lag9,LEA_lag6,localrent_lag9,ltrucksa_lag9,manufinv_lag12,manufsales_lag9,month,new_units_lag6,newhouses_lag12,ngspot_lag12,oilimport_lag9,overmanuf_lag6,prodmanuf_lag9,quarter,retail_lag9,sahmrule_lag9,sales_lag9,sentiment_lag6,stuffcpi_lag9,TM_lag12,TM_v_lag12,tmaturity_lag12,totalsa_lag6,treasurymat1_lag9,treasurymat10_lag12,treasurymat5_lag9,treasurymat7_lag12,unemp_lag12,unemp15to26w_lag9,unemp27ov_lag6,unemp5tp14w_lag12,unempt5w_lag12,wagemanuf_lag12,XOM_lag12,XOM_v_lag12,year
192,2.23,11.06,17.35,63146700,30.26,17305900,66.1307,127.631,6.5,0.12,158041,10,1823650100,0.12,-91410,230.493,0,0,77,0,0,76,75,17.03,117347300,240.69,216.68,30.31,17572200,88.0888,97.8967,96.0944,0.082,65.1,67.64,258.366,4.34,507452,374771,6,1589.92049449936,8.5,3.8,257.9,3.5,40.1,2,301033,3.57,999487,72.5,171.922,75.53,13019800,2.54,11.284,0.4,3.72,2.37,3.37,9.5,2908,6122,4052,3114,18.18,69.91,596987800,2010
190,2.36,10.669,20.68,65710000,30.32,28746600,66.237,132.475,6.3,0.07,161097,10.84,1857588800,0.11,-42634,225.822,0,0,85,0,0,75,84,12.88,136747400,240.437,216.942,30.97,15470000,87.6828,98.1296,102.6101,0.085,65,68.8,258.173,4.964,504096,378606,7,1932.53995300404,7.9,3.38,267.6,3.6,40.2,3,304154,3.57,1010189,74.4,172.746,84.18,11280400,2.54,10.893,0.37,3.56,2.33,3.14,9.5,3006,6319,3505,3137,18.3,70.39,560318900,2010
219,2.27,10.108,18.98,62958300,30.21,28083700,67.0226,135.73,6.01,0.05,160419,11.74,1711751600,0.13,-220909,227.048,0,0,75,0,0,77,79,13.71,104426400,240.27,216.962,30.99,11520000,87.3478,97.5318,104.4211,0.085,65,69.27,257.267,5.273,501500,386354,8,1725.28402853457,7.5,3.14,280.5,3.4,40.5,3,306675,3.47,1029230,73.6,173.95,85.19,10055700,2.47,10.315,0.31,3.59,2.23,3.21,9.6,2847,6129,3927,2940,18.32,69.15,437664700,2010
208,2.22,11.553,18.08,58402100,33.22,42837200,66.9982,139.376,5.79,0.05,160520,12.57,1410174900,0.16,-65387,225.005,0,0,73,0,0,73,72,14.1,98419600,239.56,216.899,33.9,11188900,88.0883,97.4128,93.6745,0.085,64.6,79.35,256.612,5.26,498099,390857,9,1802.86610767808,7.8,2.99,274.9,3.6,40.6,3,308413,3.07,1038095,73.6,174.106,78.57,10865300,2.44,11.772,0.37,3.4,2.34,3.02,9.8,2712,6545,3775,2841,18.42,68.61,419180700,2010
186,2.35,11.249,17.24,82218500,35.09,39738800,67.852,142.829,5.76,0.06,181016,13.02,1469989800,0.2,-82689,223.616,0,0,94,0,0,89,91,13.34,167927700,239.402,216.206,33.91,16028500,88.9571,98.0607,88.0479,0.088,64.8,81.18,255.886,5.252,502146,396215,10,1584.01860448574,7.4,4.01,283.2,3.7,40.9,4,308346,2.57,1047178,72.2,174.876,78.89,11349400,2.44,11.454,0.35,3.39,2.48,2.96,10,2574,6800,3552,3223,18.38,71.67,501283200,2010
205,2.11,11.821,17.65,55107400,37.46,47034300,67.9534,143.173,5.84,0.11,180450,11.73,2284758600,0.2,-135927,217.862,0,0,100,0,0,88,97,12.99,93877200,237.594,216.042,34.61,10840200,89.0055,97.2413,88.1245,0.089,64.9,67.67,254.311,5.011,504770,394069,11,1083.64303594795,7.6,3.66,281,4,40.5,4,308435,2.03,1050244,73.6,174.321,78.54,8621100,2.6,12.03,0.35,3.4,2.36,2.92,9.9,2793,6638,3457,2816,18.42,75.07,356438100,2010
218,1.94,11.385,19.15,42166600,38.18,42787100,68.9776,142.377,5.95,0.15,182148,10.08,1313338600,0.18,-68422,222.177,0,0,89,0,0,83,98,12.64,60932900,237.042,216.146,35.29,9662200,90.0797,97.5895,109.2273,0.089,64.9,66.2,253.922,5.921,505025,401764,12,1832.73876070892,8,5.35,290.1,3.8,41,4,315771,1.53,1070644,76,174.137,84.16,7865700,2.72,11.598,0.4,3.59,2.43,3.07,9.9,2542,6623,3457,2879,18.42,68.19,648945000,2010
187,1.77,11.715,18,36820800,43.34,43037900,69.6987,141.68,5.95,0.16,182948,12.77,2556631300,0.18,-165043,224.937,0,0,87,0,0,73,86,13.43,77456800,237.348,216.092,33.79,10288700,89.1034,96.7827,117.4737,0.09,65.2,78.17,252.538,5.765,505695,405276,1,1555.70546251396,8.1,5.83,302,3.8,41.1,1,318646,1.2,1082454,67.8,173.874,77,16980097,2.8,11.948,0.45,3.73,2.58,3.21,9.8,2330,6506,3390,2921,18.43,64.43,596474300,2011
168,1.68,11.802,17.75,36977100,37.26,43357400,70.7306,140.952,6.07,0.16,189932,11.285,1612414400,0.19,-90526,224.994,0,0,91,0,0,75,82,11.9,85179600,237.29,216.128,30.39,14426900,90.861,98.6071,109.106,0.09,64.9,73.66,251.387,6.097,510367,403798,2,1860.4678535550895,8.3,5.32,282.1,3.9,41.4,1,315356,0.8,1075534,68.9,173.367,74.83,86416700,2.83,12.014,0.37,3.69,2.18,3.12,9.8,2260,6259,3390,2807,18.48,65,534843200,2011
198,1.74,11.703,18.08,41229100,37.34,36485200,70.8215,141.951,5.99,0.12,185667,12.24,3180990000,0.19,-34607,226.913,0,0,90,0,0,81,93,9.94,88711000,236.994,216.06,28.75,9312600,93.6368,98.3761,96.8805,0.09,64.6,78.93,251.703,5.75,512320,404071,3,1478.82326060324,7.1,4.29,272.5,4,41,1,314806,0.43,1075836,68.2,172.929,80.42,34887200,2.77,11.922,0.32,3.73,2,3.16,9.9,2284,6163,3294,2769,18.47,66.98,582728200,2011
202,2.01,12.199,20.2,60714000,43.86,31716100,71.3225,142.512,5.93,0.16,187506,14.13,2545750200,0.19,-140432,227.664,0,0,86,0,0,74,87,10.67,126527000,236.742,216.214,31.77,11084800,92.064,99.0078,84.9776,0.089,64.6,88.4,251.314,5.977,515075,408072,4,1488.49395319714,6.2,4.03,275.6,4,41.1,2,315589,0.13,1084103,67.7,173.391,77.09,23745200,2.79,12.414,0.29,3.85,1.76,3.28,9.9,2208,6227,3086,2725,18.5,67.77,531285400,2011
231,2.09,12.07,20.03,72021700,43.65,26507600,71.5697,143.42,5.75,0.16,191745,15.94,2714125100,0.19,-150394,223.755,0,0,88,0,0,76,83,9.24,129176700,237.985,216.254,32.93,16101800,94.6572,98.7838,89.4931,0.088,64.7,87.77,252.107,6.016,515983,409306,5,1441.53546842814,9.3,4.14,279.6,4,41.2,2,317171,0,1090464,71.6,173.829,72.34,20802600,2.59,12.3,0.26,3.42,1.47,2.86,9.6,2162,6326,3127,2773,18.58,60.46,768609600,2011
186,2.25,12.383,19.5,57229700,52.62,27510600,71.7504,144.032,5.73,0.15,201932,16.79,1788548000,0.18,-78134,223.44,0,0,69,0,0,67,77,10.75,81215700,237.59,216.234,35.59,18331400,93.5644,98.437,102.9199,0.088,64.6,98.71,250.75,5.944,519456,414874,6,2194.17117072202,8.3,4.8,276.5,4,41.4,2,319912,0.03,1098273,74.5,174.383,68.57,15398300,2.48,12.605,0.26,3.2,1.41,2.66,9.4,2291,6429,3159,2683,18.57,57.07,808522600,2011
218,2.33,12.547,24.43,42077700,56.11,40318100,71.8836,144.313,5.53,0.13,193066,15.95,1740320300,0.17,-49796,224.55,0,0,74,0,0,71,73,10.22,106128800,237.989,216.359,36.03,11128000,92.6289,98.4424,111.44970000000001,0.088,64.4,105.63,251.128,6.435,523182,419156,7,1289.14186321152,8.9,4.63,289.8,4,41.2,3,324078,0.07,1116843,74.2,175.737,70.23,14938100,2.39,12.806,0.23,3.01,1.18,2.43,9.4,2387,6175,2972,2806,18.64,59.68,613489500,2011
226,2.34,12.815,22.56,34760600,60.34,45414100,72.0704,144.751,5.3,0.14,197202,15.05,1339522800,0.16,-222507,225.938,0,0,69,0,0,69,72,9.56,106546700,238.554,216.484,36.23,14421600,91.7514,97.9292,111.5623,0.088,64.6,105.8,252.102,6.406,525386,424048,8,1367.18882581555,8.8,4.32,302.4,4.2,41.3,3,327340,0.13,1129325,77.5,176.497,67.84,16058400,2.18,13.081,0.25,2.7,1.35,2.1,9.5,2370,5892,3534,2671,18.65,59.11,475629700,2011
216,2.45,12.984,23.25,24834900,72.36,39327300,72.5274,145.669,5.34,0.14,193452,14.91,1108738500,0.14,-188154,224.861,0,0,66,0,0,68,72,11.85,80064600,238.34,216.823,39.5,8556400,93.1461,99.0334,98.8352,0.088,64.3,48.87,252.422,6.455,531038,433667,9,1467.87868422507,7.6,3.89,320.3,4.2,41.3,3,329684,0.1,1143324,67.5,177.948,71.58,13948700,2.17,13.259,0.29,2.65,1.93,2.05,9.5,2120,6105,3308,2819,18.71,61.79,423362300,2011
202,2.6,13.037,23.22,28042200,67.4,33880400,72.6837,146.478,5.41,0.15,203636,15.47,1521047100,0.1,-40387,223.63,0,0,86,0,0,75,90,11.88,85755600,238.5,217.061,43.54,8744500,93.0578,99.0767,87.7291,0.089,64.2,51.14,252.96,6.747,538163,443095,10,2300.88964854827,8.2,3.43,333.9,4.1,41,4,332082,-0.13,1170066,69.8,178.945,70.82,10916500,2.16,13.326,0.27,2.54,1.99,1.85,9.4,2218,5925,3345,2655,18.72,66.49,430427600,2011
232,2.39,11.98,26.13,24688700,77.61,30952200,72.8647,146.182,5.6,0.13,196393,14.92,2621318600,0.09,-57641,224.209,0,0,81,0,0,73,90,14.18,101344300,237.495,217.443,43.69,13607800,92.2802,98.8653,91.4364,0.09,64.1,50.82,253.554,6.573,545104,443044,11,2049.81580647495,8.2,3.71,352.2,4.2,41.4,4,334619,-0.3,1169401,74.3,179.827,77.69,16857200,2.31,12.28,0.29,2.76,2.26,2.02,9.8,2284,6153,3321,2912,18.76,69.56,486318500,2011
213,2.24,11.581,28.2,21087200,79.69,32799800,73.4231,145.646,5.76,0.1,212748,13.79,1070529800,0.09,-43080,221.325,0,0,79,0,0,72,83,14.98,98655600,237.359,217.794,37.51,7466700,93.909,99.1225,112.8056,0.09,64.2,53.48,254.707,6.435,553726,457499,12,1525.2964798831,7,4.25,386.2,4,41.4,4,337859,-0.2,1197357,71.5,181.764,78.63,8223300,2.67,11.886,0.26,3.29,2.11,2.66,9.3,2061,6271,3169,2693,18.79,73.12,409237200,2011
188,2.38,12.419,28.71,17459500,77.24,26294300,73.0166,145.542,5.73,0.06,200733,12.21,2089855900,0.07,-129376,224.833,0,0,79,0,0,71,77,18.15,127901900,237.985,218.186,38.35,12222300,92.1089,98.9447,117.9343,0.09,64.2,49,247.207,6.525,560473,456866,1,1674.39180014286,7.3,4.49,422.7,4.1,41.4,1,339671,0,1203580,63.7,183.488,82.18,11839200,2.78,12.72,0.25,3.39,2.17,2.72,9.1,2090,6195,3033,2686,18.9,80.68,449380100,2012
258,2.16,12.277,33.64,31568700,72.51,42624700,73.0352,146.476,5.83,0.04,207170,11.12,1811316400,0.1,-134143,227.327,0,0,79,0,0,74,77,17.73,143820800,238.33,218.521,38,11695400,92.824,99.0975,105.867,0.09,64.1,47.78,248.1,6.094,566076,455288,2,2020.33051902544,8.1,4.09,418.7,4.1,41.5,1,339090,0.07,1197554,55.8,184.504,93.3,17676700,2.81,12.604,0.19,3.58,1.84,2.96,9,2052,6048,3118,2469,18.92,85.53,443594000,2012
273,1.9,13.026,35.37,21142800,80.79,35434700,73.1246,148.518,5.74,0.04,201579,9.67,1694518000,0.08,-62750,232.922,0,0,74,0,0,76,82,16.77,170387600,238.8,218.808,38.61,25671900,95.6271,99.0405,97.6831,0.09,64,42.9,248.348,5.908,573235,458051,3,1713.53381996319,7.2,3.97,409.1,4.1,41.4,1,341601,0.2,1204833,59.5,184.09,80.25,30782900,2.71,13.356,0.18,3.41,1.58,2.8,9,1871,6304,2980,2535,18.9,84.13,439334000,2012
247,1.96,13.391,33.91,20274900,79.62,35036400,73.5125,149.971,5.73,0.04,206458,11.68,1391133800,0.07,-98466,230.754,0,0,81,0,0,79,91,16.17,143250400,239.014,219.386,39.78,26244100,94.5853,99.6766,88.0082,0.089,64,46.91,251.163,6.643,582766,461077,4,1392.8477743776098,6.7,4.24,406.1,4.1,41.5,2,341366,0.23,1211720,60.8,184.566,79.68,18870800,2.73,13.73,0.19,3.46,1.54,2.84,9.1,1982,5838,2987,2787,18.91,87.98,309722400,2012
297,2.01,13.406,35.1,12865900,71.39,34022400,73.8171,151.312,5.52,0.02,216705,10.6,1097287800,0.08,-137302,230.911,0,0,81,0,0,81,100,12.46,144089800,240.174,219.802,32.47,14199600,97.007,100.2644,88.7352,0.089,64.1,41.93,252.378,6.548,589349,461942,5,1851.13993705965,6.6,4.31,390.3,4.1,41.4,2,341964,0.23,1218908,63.7,185.262,83.29,14404900,2.61,13.743,0.11,3.17,1.02,2.51,9,2199,5698,2903,2668,18.92,83.47,403834500,2012
276,2.01,13.455,36.61,26568600,60.53,53897200,73.9672,151.677,5.56,0.01,204738,10.76,1533251800,0.07,-85967,236.974,0,0,76,0,0,83,95,10.09,138734600,240.365,220.152,29.15,11735100,95.9406,99.6711,101.3837,0.089,64.2,39.8,252.963,7.058,591280,460608,6,1974.91966243672,6.6,4.54,390.1,4,41.4,2,345545,0.2,1218847,69.9,185.808,82.42,11834100,2.59,13.798,0.1,3,0.9,2.29,9.1,2012,5586,2987,2933,18.9,81.38,444344200,2012
237,2.08,14.058,37.61,16536000,76.49,33318900,74.3113,151.986,5.54,0.02,210799,12.42,1175379700,0.08,-27407,236.196,0,0,71,0,0,70,74,14.36,143947600,241.156,220.447,29.9,11065800,95.7063,99.9406,113.2128,0.089,64.1,41.9,260.876,7.01,594906,463876,7,1362.97362842591,6.7,4.42,390.2,4.1,41.5,3,347682,0.17,1228410,75,185.725,81.92,8665800,2.59,14.395,0.11,3,1.06,2.28,9,1964,5476,2931,2632,18.93,79.79,375467600,2012
280,2.22,14.617,40.38,27474600,65.92,25309900,74.093,152.187,5.27,0.01,215531,12.38,2067271200,0.1,-231677,237.878,0,0,67,0,0,58,65,13.99,224732100,241.705,220.685,31.65,24701968,95.0555,98.9946,112.0655,0.089,64.1,45.21,261.905,7.088,596862,467009,8,1964.3089156673896,6.5,4.06,407.5,4.2,41.5,3,348930,0,1230776,75.3,186.239,71.84,17018900,2.07,14.975,0.11,2.3,0.91,1.63,9,2009,5242,2989,2650,18.9,74.02,774165900,2012
301,2.31,14.237,32.78,28207300,63.74,26651200,74.5011,152.083,5.12,0.01,223835,12.475,1226287900,0.13,-198157,235.867,0,0,65,0,0,66,61,14.17,154207300,241.944,220.966,30.55,13264800,95.9401,98.9045,98.0976,0.089,64,46.49,262.564,7.172,595570,468024,9,2840.72217181003,6.3,3.9,408.7,4.2,41.6,3,349671,-0.17,1238138,76.2,185.713,68.26,11019800,1.77,14.594,0.12,1.98,0.89,1.42,9,1959,5236,2881,2754,18.9,72.63,550523400,2012
261,2.26,14.408,38.94,20587800,74.63,27569500,75.1051,151.106,5.02,0.03,225937,11.28,1642757200,0.14,59117,235.287,0,0,91,0,0,78,77,13,149020700,242.497,221.096,34.05,19190800,96.3478,98.8012,88.9858,0.092,63.7,41.5,262.73,6.984,602499,474502,10,2102.57682950734,6,3.57,406.9,4.2,41.8,4,352554,-0.2,1254363,76.4,186.508,66.71,10780300,1.87,14.769,0.12,2.15,0.84,1.62,8.8,1957,5132,3250,2668,18.98,78.09,514198800,2012
255,2.14,14.135,36.11,25318300,82.84,34211600,75.3474,149.893,4.88,0.09,226558,10.56,1090835600,0.16,-124636,235.24,0,0,91,0,0,78,88,12.86,121924100,241.788,221.299,38.12,11900200,96.5849,98.7041,92.3775,0.093,63.8,39.85,262.493,6.931,605644,477284,11,2042.78543741996,5.7,3.24,416.2,4.2,41.8,4,357205,-0.13,1266131,79.3,187.426,65.91,12592500,1.76,14.496,0.16,2.01,0.83,1.45,8.6,2051,5401,2913,2556,18.96,80.44,444321100,2012
271,2.12,14.118,36.87,15191600,84.34,42641500,74.8468,149.265,4.86,0.08,221576,9.59,1002379200,0.16,-59741,236.278,0,0,77,0,0,70,71,11.22,77396800,242.134,221.579,38.43,18779400,96.6736,97.1363,105.7794,0.093,63.8,37.73,263.374,6.894,607035,476708,12,2652.18105361182,5.3,3.17,432.8,4.2,41.6,4,358614,-0.1,1268317,73.2,187.863,66.13,9804500,1.72,14.467,0.19,1.98,1.02,1.43,8.5,1940,5409,2873,2678,18.99,84.76,380150300,2012
212,2.13,14.027,35.76,23844800,79.04,34237700,75.1597,150.053,4.79,0.08,218638,9.24,1264807200,0.16,-69604,234.81,0,0,67,0,0,67,69,10.98,113601500,242.654,221.992,36.04,11265800,95.827,97.9,110.2292,0.093,63.7,35.55,263.35,7.083,609553,474731,1,2442.6007223671104,5.3,2.67,427.7,4.2,41.7,1,356588,-0.07,1270960,72.3,188.067,73.48,10356334,1.73,14.38,0.18,1.97,0.89,1.38,8.3,1940,5210,2908,2474,19.03,83.74,333545900,2013
247,2.27,14.092,34.08,21529300,71.75,25325400,74.8306,151.587,4.71,0.09,219624,9.34,898481400,0.13,-190533,235.724,0,0,70,0,0,68,69,10.45,125769500,243.337,222.069,31.79,10337100,96.604,98.4148,101.8597,0.093,63.7,38.83,264.302,7.152,611276,475344,2,2302.5383240067003,4.8,2.51,406.7,4.1,41.6,1,355793,-0.03,1263184,74.3,186.81,82.71,12564400,1.69,14.444,0.19,1.97,0.76,1.37,8.3,1690,5042,2848,2610,19.01,86.5,300700700,2013
271,2.43,14.759,34.31,21673800,65.59,24878400,75.0045,152.263,4.79,0.09,217525,9.86,963165900,0.14,75180,235.867,0,0,77,0,0,69,70,11.81,119903000,243.82,222.319,34.66,12667700,99.0599,98.1634,92.0263,0.093,63.8,37.79,264.724,7.216,612784,465109,3,2452.81108976976,4.9,2.17,370.2,4.2,41.7,1,352088,0,1243304,78.3,185.837,86.82,9978900,1.83,15.099,0.19,2.17,0.71,1.56,8.2,1817,4911,2788,2708,19.02,86.73,338912600,2013
251,2.5,14.514,34.58,19618700,67.1,26302200,74.7702,151.97,4.75,0.1,221641,11.16,937904000,0.16,-119995,233.19,0,0,77,0,0,72,71,11.45,167752600,244.026,222.508,31.5,7991900,97.6008,98.1852,86.151,0.092,63.7,42.6,265.684,7.111,612573,466902,4,2617.51078399873,4.9,1.95,356.9,4.1,41.7,2,353723,0.07,1247423,82.6,185.502,81.78,8600900,1.76,14.83,0.19,2.05,0.62,1.43,8.2,1773,4988,2878,2624,19.1,86.34,300234500,2013
300,2.42,15.13,36.02,18872900,68.78,25936700,74.6039,150.871,4.62,0.1,200956,11.45,1012184100,0.16,-172112,236.492,0,0,69,0,0,73,73,12.2,151652200,245.152,223.031,31.89,24758600,99.2481,97.707,91.3542,0.092,63.5,43.67,266.755,7.087,612377,470550,5,2573.5053576773603,4.7,2.43,379.8,4.1,41.5,2,358452,0.03,1259800,82.7,187.526,76.89,9748500,1.51,15.456,0.18,1.8,0.71,1.21,8.2,1846,4805,3006,2550,19.03,78.63,353685200,2013
258,2.48,15.121,35.28,13105000,69.11,23484200,74.3659,149.647,4.51,0.11,217254,12.95,956337200,0.16,-1191,236.138,0,0,80,0,0,70,63,12.19,140951500,245.948,223.463,30.9,8528100,98.2294,97.4384,99.6795,0.092,63.6,46.84,268.22,7.381,612376,475155,6,2422.86557241242,4.8,2.46,395.8,4.3,41.5,2,361166,-0.1,1274751,72.9,189.115,80.48,7233100,1.33,15.462,0.18,1.62,0.67,1.08,8.2,1863,4768,2806,2747,19.08,85.57,497990800,2013
322,2.52,15.474,39.43,15464200,65.82,24089900,74.1461,148.986,4.17,0.1,219337,12.95,848181000,0.14,2886,236.476,0,0,64,0,0,66,69,11.41,153247700,246.512,223.949,30.16,5936500,97.3774,97.4425,111.6088,0.093,63.8,49,268.596,7.249,615016,476316,7,2899.18664819702,4.6,2.95,394.6,4.2,41.5,3,361714,-0.13,1272284,73.8,189.812,76.51,5931700,1.28,15.813,0.18,1.53,0.71,0.98,8.2,1796,4681,2984,2662,19.11,86.85,314314800,2013
344,2.55,15.516,40.2,9131400,66.3,19480800,74.5299,148.932,4.2,0.09,217198,12.61,674626400,0.15,-203539,237.802,0,0,58,0,0,59,70,12.6,134275000,247.41,224.504,33.3,13316700,97.3133,97.8884,108.4356,0.092,63.6,53.42,270.314,7.581,617925,479451,8,2670.57011392686,4.6,2.84,383.8,4.4,41.5,3,362746,-0.13,1284328,77.6,188.453,79.62,10557300,1.41,15.861,0.18,1.68,0.67,1.14,8.1,1745,4691,2811,2784,19.06,87.3,248010000,2013
313,2.55,15.412,43.67,12080800,71.62,19057700,75.0134,149.243,4.28,0.07,230285,13.15,767225900,0.14,-106530,236.035,0,0,59,0,0,63,60,13.81,97617400,247.637,224.757,36.94,8854300,97.7875,97.8513,95.393,0.092,63.7,54.87,270.662,7.597,622433,479752,9,2526.83311433144,4.5,2.85,374.2,4.4,41.7,3,364220,0,1284570,78.6,187.716,78.51,7274400,1.46,15.721,0.16,1.72,0.7,1.12,7.8,1861,4563,2819,2538,19.07,91.45,254195800,2013
295,2.41,15.451,44.4,13157000,74.18,24811000,74.7778,149.741,4.17,0.07,223890,13.71,931586400,0.15,112889,236.99,0,0,61,0,0,62,64,13.75,93644000,248.43,225.106,37.69,9831000,97.8708,97.8164,88.8972,0.095,63.7,57.78,271.948,7.65,622456,483031,10,2347.99910040518,4.9,3.32,382.5,4.3,41.6,4,366868,0,1294460,76.4,187.971,77.47,7462700,1.47,15.811,0.15,1.75,0.81,1.15,7.8,1891,4468,2859,2635,19.09,91.17,230933517,2013
281,2.29,15.537,38.94,17728900,74.41,17335300,75.064,149.789,4.16,0.1,235117,15.68,886550600,0.11,-138732,235.348,0,0,85,0,0,69,81,12.985,72154400,247.851,225.58,37.44,11040000,98.1574,98.2981,92.8549,0.095,63.4,59.98,271.969,7.756,623840,490544,11,2626.04641095652,4.6,3.54,398.7,4.3,41.9,4,372191,-0.03,1312640,84.5,189.884,86.08,6800700,1.38,15.884,0.16,1.65,0.85,1.08,7.7,1766,4347,2776,2620,19.13,88.14,275239091,2013
331,2.05,15.774,39.7,18113100,77.34,18823400,74.9707,148.912,4.27,0.09,216621,15.47,1147751657,0.09,116501,237.837,0,0,91,0,0,73,76,12.605,60398100,247.883,225.769,38.26,9847900,98.8083,98.8482,103.5324,0.095,63.3,60.46,272.55,7.925,625223,480720,12,2151.66261438033,4.5,3.34,397.6,4.3,41.9,4,369051,-0.07,1293434,84.1,188.07,93.25,7727300,1.46,16.149,0.15,1.72,0.82,1.13,7.9,1830,4355,2901,2756,19.13,86.55,282441200,2013
281,2.12,15.674,48.5,20646800,78.17,19293500,74.6674,148.577,4.39,0.06,226820,16.88,1270969800,0.09,-97597,236.683,0,0,70,0,0,63,74,12.495,65875700,249.063,226.299,39.98,18041800,97.8565,98.5435,113.6169,0.096,63.4,69.27,274.68,7.973,627353,478483,1,2637.85098589311,4,3.33,385.5,4.3,41.8,1,367123,-0.13,1286660,85.1,186.794,95.37,10841100,1.64,16.021,0.12,1.91,0.71,1.3,8,1953,4258,3115,2780,19.17,89.97,261496700,2014
286,2.19,15.486,43.77,12216400,81.07,15174200,74.8607,148.501,4.49,0.04,236294,16.19,643595600,0.08,-147905,238.408,0,0,78,0,0,68,69,15.14,95438800,249.887,226.949,37.57,11749000,98.0694,98.4454,104.9588,0.096,63.4,68.75,275.459,8.097,628035,484146,2,2192.37874551678,4.1,3.33,381.5,4.4,41.7,1,369516,-0.03,1302058,82.1,186.495,102.6,12666000,1.71,15.827,0.12,1.98,0.84,1.35,7.7,1986,4296,2799,2713,19.22,89.55,237182000,2014
388,2.15,15.506,43.75,10268800,86.15,12644000,75.0141,148.742,4.53,0.05,246674,16.87,595117226,0.08,75114,237.212,0,0,78,0,0,68,69,15.299,73992200,250.509,227.324,37.25,7290500,100.7508,98.7742,101.2068,0.096,63.4,71.57,276.499,8.134,627930,480098,3,2468.02514368856,4.2,3.81,378.7,4.3,41.8,1,370732,0,1297477,77.5,187.137,102.64,9150800,1.7,15.857,0.14,1.96,1.2,1.32,7.5,1876,4132,2826,2462,19.21,90.11,265045600,2014
